"co_prod"|"cod_parent"|"Nombre"|"presentacion"|"cont_rec"|"tipo_cont"|"dosis"|"cant_comp"|"cod_isp"|"vigencia"|"droga"|"grupo"|"temp"
15763|15762||"10 comp"|1|1|1|1|"'NULL'"|1|"(Clorfenamina//Dextrometorfano//Paracetamol/Pseudoefedrina)"||1
15764|0|"WINASORB COLD NOCHE"||1|1|0|0|"'NULL'"|1|"(Clorfenamina//Dextrometorfano//Paracetamol/Pseudoefedrina)"|0|1
15765|15764||"10 comp"|1|1|1|1|"'NULL'"|1|"(Clorfenamina//Dextrometorfano//Paracetamol/Pseudoefedrina)"||1
15766|0|"ZOLPIDEM 5 mg"||1|1|0|0|"'NULL'"|1|"(Zolpidem)"|577|2
15767|15766||"30 comp"|1|1|1|1|"'NULL'"|1|"(Zolpidem)"||2
15768|0|"ZOLPIDEM 10 mg"||1|1|0|0|"'NULL'"|1|"(Zolpidem)"|577|2
15769|15768||"30 comp"|1|1|1|1|"'NULL'"|1|"(Zolpidem)"||2
15770|0|"ZOLPAST 5 mg"||1|1|0|0|"'NULL'"|1|"(Zolpidem)"|577|2
15771|15770||"10 comp"|1|1|1|1|"'NULL'"|1|"(Zolpidem)"||2
15772|15770||"30 comp"|1|1|1|1|"'NULL'"|1|"(Zolpidem)"||2
15773|0|"ZOLPAST 10 mg"||1|1|0|0|"'NULL'"|1|"(Zolpidem)"|577|2
15774|15773||"10 comp"|1|1|1|1|"'NULL'"|1|"(Zolpidem)"||2
15775|15773||"30 comp"|1|1|1|1|"'NULL'"|1|"(Zolpidem)"||2
15776|0|"ZOLIKEM 5 mg"||1|1|0|0|"'NULL'"|1|"(Zolpidem)"|577|2
15777|15776||"30 comp"|1|1|1|1|"'NULL'"|1|"(Zolpidem)"||2
15778|0|"ZOLIKEM 10 mg"||1|1|0|0|"'NULL'"|1|"(Zolpidem)"|577|2
15779|15778||"30 comp"|1|1|1|1|"'NULL'"|1|"(Zolpidem)"||2
15780|0|"ANFEBUTAMONA (LP) 150 mg"||1|4|0|0|"'NULL'"|1|"(Bupropion)"|110|2
15781|15780||"30 comp"|1|4|1|1|"'NULL'"|1|"(Bupropion)"||2
15782|0|"ASATIR �75 mg"||1|4|0|0|"'NULL'"|1|"(Oseltamivir)"|425|1
15783|15782||"10 c�ps"|1|4|17|1|"'NULL'"|1|"(Oseltamivir)"||1
15784|0|"AURITUSS 25/50 inhalador"||1|4|0|0|"'NULL'"|1|"(Fluticasona//Salmeterol)"|245|2
15785|15784||"120 dosis"|1|4|178|1|"'NULL'"|1|"(Fluticasona//Salmeterol)"||2
15786|0|"AURITUSS DPI 100/50 c�ps. para inhalaci�n"||1|4|0|0|"'NULL'"|1|"(Fluticasona//Salmeterol)"|245|2
15787|15786||"10 c�ps"|1|4|178|1|"'NULL'"|1|"(Fluticasona//Salmeterol)"||2
15788|15786||"30 c�ps"|1|4|178|1|"'NULL'"|1|"(Fluticasona//Salmeterol)"||2
15789|0|"AURITUSS DPI 250/50 c�ps. para inhalaci�n"||1|4|0|0|"'NULL'"|1|"(Fluticasona//Salmeterol)"|245|2
15790|15789||"10 c�ps"|1|4|178|1|"'NULL'"|1|"(Fluticasona//Salmeterol)"||2
15791|15789||"30 c�ps"|1|4|178|1|"'NULL'"|1|"(Fluticasona//Salmeterol)"||2
15792|0|"AURITUSS DPI 500/50 c�ps. para inhalaci�n"||1|4|0|0|"'NULL'"|1|"(Fluticasona//Salmeterol)"|245|2
15793|15792||"10 c�ps"|1|4|178|1|"'NULL'"|1|"(Fluticasona//Salmeterol)"||2
15794|15792||"30 c�ps"|1|4|178|1|"'NULL'"|1|"(Fluticasona//Salmeterol)"||2
15795|0|"AURITUSS LA 25/125 inhalador"||1|4|0|0|"'NULL'"|1|"(Fluticasona//Salmeterol)"|245|2
15796|15795||"120 dosis"|1|4|178|1|"'NULL'"|1|"(Fluticasona//Salmeterol)"||2
15797|0|"AURITUSS LA 25/250 inhalador"||1|4|0|0|"'NULL'"|1|"(Fluticasona//Salmeterol)"|245|2
15798|15797||"120 dosis"|1|4|178|1|"'NULL'"|1|"(Fluticasona//Salmeterol)"||2
15799|0|"AUROCORT 40 mg/1 ml susp. �inyect."||1|4|0|0|"'NULL'"|1|"(Triamcinolona)"|548|2
15800|15799||"1 fco amp"|1|4|105|29|"'NULL'"|1|"(Triamcinolona)"||2
15801|0|"BECLOMETASONA DIPROP 100 mcg/dosis"||1|4|0|0|"'NULL'"|1|"(Beclometasona)"|81|2
15802|15801||"200 dosis"|1|4|178|1|"'NULL'"|1|"(Beclometasona)"||2
15803|0|"BECLOMETASONA DIPROP �50 mcg/dosis"||1|4|0|0|"'NULL'"|1|"(Beclometasona)"|81|2
15804|15803||"200 dosis"|1|4|178|1|"'NULL'"|1|"(Beclometasona)"||2
15805|0|"BECLOMETASONA DIPROP �250 mcg/dosis"||1|4|0|0|"'NULL'"|1|"(Beclometasona)"|81|2
15806|15805||"200 dosis"|1|4|178|1|"'NULL'"|1|"(Beclometasona)"||2
15807|0|"BELOMET inhalador"||1|4|0|0|"'NULL'"|1|"(Beclometasona//Salbutamol)"|82|1
15808|15807||"100 dosis"|1|4|178|1|"'NULL'"|1|"(Beclometasona//Salbutamol)"||1
15809|15807||"200 dosis"|1|4|178|1|"'NULL'"|1|"(Beclometasona//Salbutamol)"||1
15810|0|"BELSOMRA �10 mg"||1|4|0|0|"'NULL'"|1|"(Suvorexant)"|0|1
15811|15810||"30 comp"|1|4|1|1|"'NULL'"|1|"(Suvorexant)"||1
15812|0|"BELSOMRA �15 mg"||1|4|0|0|"'NULL'"|1|"(Suvorexant)"|0|1
15813|15812||"30 comp"|1|4|1|1|"'NULL'"|1|"(Suvorexant)"||1
15814|0|"BELSOMRA �20 mg"||1|4|0|0|"'NULL'"|1|"(Suvorexant)"|0|1
15815|15814||"30 comp"|1|4|1|1|"'NULL'"|1|"(Suvorexant)"||1
15816|0|"BENDORIN 80/4,5 SIN CFC aerosol. �inhalaci�n"||1|4|0|0|"'NULL'"|1|"(Budesonida//Formoterol)"|108|1
15817|15816||"120 dosis"|1|4|178|1|"'NULL'"|1|"(Budesonida//Formoterol)"||1
15818|15816||"200 dosis"|1|4|178|1|"'NULL'"|1|"(Budesonida//Formoterol)"||1
15819|0|"BENDORIN DPI 160/4,5 c�ps. para inhalaci�n"||1|4|0|0|"'NULL'"|1|"(Budesonida//Formoterol)"|108|1
15820|15819||"1 c�ps"|1|4|178|1|"'NULL'"|1|"(Budesonida//Formoterol)"||1
15821|15819||"10 c�ps"|1|4|178|1|"'NULL'"|1|"(Budesonida//Formoterol)"||1
15822|15819||"30 c�ps"|1|4|178|1|"'NULL'"|1|"(Budesonida//Formoterol)"||1
15823|0|"BESCAMIN 100 mg"||1|4|0|0|"'NULL'"|1|"(Talidomida)"|519|2
15824|15823||"100 comp"|1|4|1|1|"'NULL'"|1|"(Talidomida)"||2
15825|0|"BETACORT CASSARA �0,5 mg/ml gotas orales"||1|4|0|0|"'NULL'"|1|"(Betametasona)"|86|1
15826|15825||"5 ml"|1|4|55|6|"'NULL'"|1|"(Betametasona)"||1
15827|15825||"100 ml"|1|4|55|6|"'NULL'"|1|"(Betametasona)"||1
15828|0|"BETASONE G-RL sup �inyect."||1|4|0|0|"'NULL'"|1|"(Betametasona)"|86|1
15829|15828||"1 fco amp"|1|4|105|29|"'NULL'"|1|"(Betametasona)"||1
15830|0|"BIOGRAN �250 mg/5 ml susp.oral"||1|4|0|0|"'NULL'"|1|"(Cefadroxilo)"|130|1
15831|15830||"76 ml"|1|4|35|6|"'NULL'"|1|"(Cefadroxilo)"||1
15832|15830||"38 ml"|1|4|35|6|"'NULL'"|1|"(Cefadroxilo)"||1
15833|0|"BIXIDOL �100 mg"||1|4|0|0|"'NULL'"|1|"(Bupropion)"|110|1
15834|15833||"15 comp"|1|4|1|1|"'NULL'"|1|"(Bupropion)"||1
15835|15833||"60 comp"|1|4|1|1|"'NULL'"|1|"(Bupropion)"||1
15836|0|"BIXIDOL 75 mg"||1|4|0|0|"'NULL'"|1|"(Bupropion)"|110|1
15837|15836||"15 comp"|1|4|1|1|"'NULL'"|1|"(Bupropion)"||1
15838|15836||"60 comp"|1|4|1|1|"'NULL'"|1|"(Bupropion)"||1
15839|0|"BIXIDOL S.R. �100 mg"||1|4|0|0|"'NULL'"|1|"(Bupropion)"|110|1
15840|15839||"10 comp"|1|4|1|1|"'NULL'"|1|"(Bupropion)"||1
15841|15839||"30 comp"|1|4|1|1|"'NULL'"|1|"(Bupropion)"||1
15842|0|"BRONLIVAL EASYHALER 320/9 inhalador"||1|4|0|0|"'NULL'"|1|"(Budesonida//Formoterol)"|108|1
15843|15842||"200 dosis"|1|4|178|1|"'NULL'"|1|"(Budesonida//Formoterol)"||1
15844|0|"BUDESONIDA �inhalaci�n 200 mcg/dosis"||1|4|0|0|"'NULL'"|1|"(Budesonida)"|107|1
15845|15844||"200 dosis"|1|4|178|1|"'NULL'"|1|"(Budesonida)"||1
15846|0|"BUDESONIDA / FORMOTEROL 160/4,5 c�ps. para inhalaci�n"||1|4|0|0|"'NULL'"|1|"(Budesonida//Formoterol)"|108|1
15847|15846||"20 c�ps"|1|4|178|1|"'NULL'"|1|"(Budesonida//Formoterol)"||1
15848|15846||"30 c�ps"|1|4|178|1|"'NULL'"|1|"(Budesonida//Formoterol)"||1
15849|0|"BUDESONIDA 200 mcg/dosis para inhalaci�n"||1|4|0|0|"'NULL'"|1|"(Budesonida)"|107|1
15850|15849||"200 dosis"|1|4|178|1|"'NULL'"|1|"(Budesonida)"||1
15851|0|"BUDESONIDA infantil 50 mcg/dosis"||1|4|0|0|"'NULL'"|1|"(Budesonida)"|107|1
15852|15851||"200 dosis"|1|4|178|1|"'NULL'"|1|"(Budesonida)"||1
15853|0|"BUDESONIDA/FORMOTEROL 320/9 polvo para inhalaci�n"||1|4|0|0|"'NULL'"|1|"(Budesonida//Formoterol)"|108|1
15854|15853||"20 c�ps"|1|4|178|1|"'NULL'"|1|"(Budesonida//Formoterol)"||1
15855|15853||"30 c�ps"|1|4|178|1|"'NULL'"|1|"(Budesonida//Formoterol)"||1
15856|15853||"60 c�ps"|1|4|178|1|"'NULL'"|1|"(Budesonida//Formoterol)"||1
15857|0|"BUDESONIDA/FORMOTEROL �160/4,5 polvo para inhalaci�n"||1|4|0|0|"'NULL'"|1|"(Budesonida//Formoterol)"|108|1
15858|15857||"200 dosis"|1|4|178|1|"'NULL'"|1|"(Budesonida//Formoterol)"||1
15859|0|"BUFOR aerosol. para inhalaci�n 200 mcg/dosis"||1|4|0|0|"'NULL'"|1|"(Budesonida)"|107|1
15860|15859||"200 dosis"|1|4|178|1|"'NULL'"|1|"(Budesonida)"||1
15861|0|"BUFOR aerosol. para inhalaci�n 50 mcg/dosis"||1|4|0|0|"'NULL'"|1|"(Budesonida)"|107|1
15862|15861||"200 dosis"|1|4|178|1|"'NULL'"|1|"(Budesonida)"||1
15863|0|"BUSTEROL 160/4,5 aerosol. inhalaci�n"||1|4|0|0|"'NULL'"|1|"(Budesonida//Formoterol)"|108|1
15864|15863||"200 dosis"|1|4|178|1|"'NULL'"|1|"(Budesonida//Formoterol)"||1
15865|0|"CEF-III �1 g (CEFTRIAXONA)"||1|4|0|0|"'NULL'"|1|"(Ceftriaxona)"|136|2
15866|15865||"1 fco amp"|1|4|105|29|"'NULL'"|1|"(Ceftriaxona)"||2
15867|0|"CEFACTAM 1,5 ��inyect."||1|4|0|0|"'NULL'"|1|"(Cefoperazona//Sulbactam)"|133|1
15868|15867||"1 fco amp"|1|4|105|29|"'NULL'"|1|"(Cefoperazona//Sulbactam)"||1
15869|0|"CEFALEXINA jarabe 250 mg"||1|4|0|0|"'NULL'"|1|"(Cefalexina)"|0|2
15870|15869||"100 ml"|1|4|35|6|"'NULL'"|1|"(Cefalexina)"||2
15871|0|"CEFALEXINA c�ps. 500 mg"||1|4|0|0|"'NULL'"|1|"(Cefalexina)"|0|2
15872|15871||"12 c�ps"|1|4|17|1|"'NULL'"|1|"(Cefalexina)"||2
15873|15871||"20 c�ps"|1|4|17|1|"'NULL'"|1|"(Cefalexina)"||2
15874|0|"CEFEPIMA �inyect.1 g"||1|4|0|0|"'NULL'"|1|"(Cefepima)"|0|2
15875|15874||"1 fco amp"|1|4|105|29|"'NULL'"|1|"(Cefepima)"||2
15876|0|"CEFEPIMA �inyect.2 g"||1|4|0|0|"'NULL'"|1|"(Cefepima)"|0|1
15877|15876||"1 fco amp"|1|4|105|29|"'NULL'"|1|"(Cefepima)"||1
15878|0|"CEFISTAT c�ps. 300 mg"||1|4|0|0|"'NULL'"|1|"(Cefdinir)"|0|1
15879|15878||"20 c�ps"|1|4|17|1|"'NULL'"|1|"(Cefdinir)"||1
15880|0|"CEFPODOXIMA 200 mg"||1|4|0|0|"'NULL'"|1|"(Cefpodoxima)"|134|2
15881|15880||"10 comp"|1|4|1|1|"'NULL'"|1|"(Cefpodoxima)"||2
15882|15880||"20 comp"|1|4|1|1|"'NULL'"|1|"(Cefpodoxima)"||2
15883|0|"CEFTAMOP �1 gr �sol. inyect."||1|4|0|0|"'NULL'"|1|"(Ceftriaxona)"|136|2
15884|15883||"1 fco amp"|1|4|105|29|"'NULL'"|1|"(Ceftriaxona)"||2
15885|0|"CEFTAZIDIMA �inyect.1 g"||1|4|0|0|"'NULL'"|1|"(Ceftazidima)"|135|1
15886|15885||"1 fco amp"|1|4|105|29|"'NULL'"|1|"(Ceftazidima)"||1
15887|0|"CEVICORT RAPILENTO susp. �inyect."||1|4|0|0|"'NULL'"|1|"(Betametasona)"|86|1
15888|15887||"1 amp 3 ml"|1|4|90|17|"'NULL'"|1|"(Betametasona)"||1
15889|0|"CIFLOXIN �500 mg"||1|4|0|0|"'NULL'"|1|"(Ciprofloxacino)"|154|2
15890|15889||"6 comp"|1|4|1|1|"'NULL'"|1|"(Ciprofloxacino)"||2
15891|15889||"10 comp"|1|4|1|1|"'NULL'"|1|"(Ciprofloxacino)"||2
15892|0|"CITOL �0,1% susp. oft�lmica"||1|4|0|0|"'NULL'"|1|"(Fluorometolona)"|237|2
15893|15892||"10 ml"|1|4|142|6|"'NULL'"|1|"(Fluorometolona)"||2
15894|0|"CLENIL aerosol. para inhalaci�n 250 mcg/dosis"||1|4|0|0|"'NULL'"|1|"(Beclometasona)"|81|1
15895|15894||"200 dosis"|1|4|178|6|"'NULL'"|1|"(Beclometasona)"||1
15896|0|"CLENIL aerosol. para inhalaci�n 50 mcg/dosis"||1|4|0|0|"'NULL'"|1|"(Beclometasona)"|81|1
15897|15896||"200 dosis"|1|4|178|6|"'NULL'"|1|"(Beclometasona)"||1
15898|0|"CLENIL JET aerosol/inhalaci�noral 250 mcg/dosis"||1|4|0|0|"'NULL'"|1|"(Beclometasona)"|81|1
15899|15898||"200 dosis"|1|4|178|6|"'NULL'"|1|"(Beclometasona)"||1
15900|0|"CLINDAMICINA 300 mg c�ps."||1|4|0|0|"'NULL'"|1|"(Clindamicina)"|163|1
15901|15900||"16 c�ps"|1|4|17|1|"'NULL'"|1|"(Clindamicina)"||1
15902|0|"CONTRAVE LP"||1|4|0|0|"'NULL'"|1|"(Bupropion//Naltrexona)"|0|2
15903|15902||"70 tab"|1|4|26|1|"'NULL'"|1|"(Bupropion//Naltrexona)"||2
15904|0|"CORITEX FORTE �1 mg/mL gotas orales"||1|4|0|0|"'NULL'"|1|"(Betametasona)"|86|1
15905|15904||"10 ml"|1|4|55|6|"'NULL'"|1|"(Betametasona)"||1
15906|15904||"20 ml"|1|4|55|6|"'NULL'"|1|"(Betametasona)"||1
15907|15904||"30 ml"|1|4|55|6|"'NULL'"|1|"(Betametasona)"||1
15908|15904||"50 ml"|1|4|55|6|"'NULL'"|1|"(Betametasona)"||1
15909|0|"COXTOR �60 mg"||1|4|0|0|"'NULL'"|1|"(Etoricoxib)"|207|2
15910|15909||"7 comp"|1|4|1|1|"'NULL'"|1|"(Etoricoxib)"||2
15911|0|"DECOSOL 0,1% gel t�pico"||1|4|0|0|"'NULL'"|1|"(Alitetrinoina)"|0|1
15912|15911||"30 ml"|1|4|135|48|"'NULL'"|1|"(Alitetrinoina)"||1
15913|15911||"120 ml"|1|4|135|48|"'NULL'"|1|"(Alitetrinoina)"||1
15914|0|"DEUCOALER jarabe"||1|4|0|0|"'NULL'"|1|"(Betametasona//Dexclorfenamina)"|88|1
15915|15914||"100 ml"|1|4|35|6|"'NULL'"|1|"(Betametasona//Dexclorfenamina)"||1
15916|15914||"120 ml"|1|4|35|6|"'NULL'"|1|"(Betametasona//Dexclorfenamina)"||1
15917|0|"DEXAMETASONA �0,1% �sol. oft�lmica"||1|4|0|0|"'NULL'"|1|"(Dexametasona)"|135|9
15918|15917||"5 ml"|1|4|142|6|"'NULL'"|1|"(Dexametasona)"||9
15919|15918||"10 ml"|1|4|142|6|"'NULL'"|1|"(Dexametasona)"||9
15920|0|"DEXAMETASONA �0,1% �ung. oft�lmico"||1|4|0|0|"'NULL'"|1|"(Dexametasona)"|135|9
15921|15920||"3 gramos"|1|4|150|1|"'NULL'"|1|"(Dexametasona)"||9
15922|0|"DISALOT 0,5% �sol. oft�lmica"||1|4|0|0|"'NULL'"|1|"(Loteprednol)"|352|2
15923|15922||"5 ml"|1|4|142|6|"'NULL'"|1|"(Loteprednol)"||2
15924|0|"DOLERGOT �100 mg/ml gotas orales"||1|4|0|0|"'NULL'"|1|"(Trometadol)"|0|1
15925|15924||"30 ml"|1|4|55|6|"'NULL'"|1|"(Trometadol)"||1
15926|0|"DROLSAN �200 mg"||1|4|0|0|"'NULL'"|1|"(Hidroxicloroquina)"|284|2
15927|15926||"5 comp"|1|4|1|1|"'NULL'"|1|"(Hidroxicloroquina)"||2
15928|15926||"20 comp"|1|4|1|1|"'NULL'"|1|"(Hidroxicloroquina)"||2
15929|0|"DUORESP SPIROMAX 160/4,5 polvo/inhalaci�n"||1|4|0|0|"'NULL'"|1|"(Budesonida//Formoterol)"|108|2
15930|15929||"120 dosis"|1|4|178|6|"'NULL'"|1|"(Budesonida//Formoterol)"||2
15931|0|"DUORESP SPIROMAX 320/9 polvo/inhalaci�n"||1|4|0|0|"'NULL'"|1|"(Budesonida//Formoterol)"|108|2
15932|15931||"60 dosis"|1|4|178|6|"'NULL'"|1|"(Budesonida//Formoterol)"||2
15933|0|"DUOXTEN 50/100 �inhalaci�n �c�ps."||1|4|0|0|"'NULL'"|1|"(Fluticasona//Salmeterol)"|245|2
15934|15933||"5 c�ps"|1|4|178|6|"'NULL'"|1|"(Fluticasona//Salmeterol)"||2
15935|15933||"20 c�ps"|1|4|178|6|"'NULL'"|1|"(Fluticasona//Salmeterol)"||2
15936|15933||"30 c�ps"|1|4|178|6|"'NULL'"|1|"(Fluticasona//Salmeterol)"||2
15937|0|"DUOXTEN 50/250 �inhalaci�n �c�ps."||1|4|0|0|"'NULL'"|1|"(Fluticasona//Salmeterol)"|245|2
15938|15937||"5 c�ps"|1|4|178|6|"'NULL'"|1|"(Fluticasona//Salmeterol)"||2
15939|15937||"20 c�ps"|1|4|178|6|"'NULL'"|1|"(Fluticasona//Salmeterol)"||2
15940|15937||"30 c�ps"|1|4|178|6|"'NULL'"|1|"(Fluticasona//Salmeterol)"||2
15941|0|"DUOXTEN 50/500 �inhalaci�n �c�ps."||1|4|0|0|"'NULL'"|1|"(Fluticasona//Salmeterol)"|245|2
15942|15941||"5 c�ps"|1|4|178|6|"'NULL'"|1|"(Fluticasona//Salmeterol)"||2
15943|15941||"20 c�ps"|1|4|178|6|"'NULL'"|1|"(Fluticasona//Salmeterol)"||2
15944|15941||"30 c�ps"|1|4|178|6|"'NULL'"|1|"(Fluticasona//Salmeterol)"||2
15945|0|"EFEDROSAN 50 mg"||1|4|0|0|"'NULL'"|1|"(Efedrina)"|0|9
15946|15945||"40 comp"|1|4|1|1|"'NULL'"|1|"(Efedrina)"||9
15947|0|"ESPASMO SEDANTOL"||1|4|0|0|"'NULL'"|1|"(Clormezanona//Diazepam)"|188|6
15948|15947||"20 comp"|1|4|1|1|"'NULL'"|1|"(Clormezanona//Diazepam)"||6
15949|15947||"50 comp"|1|4|1|1|"'NULL'"|1|"(Clormezanona//Diazepam)"||6
15950|0|"ESZOP 3 mg"||1|4|0|0|"'NULL'"|1|"(Eszopiclona)"|201|2
15951|15950||"30 comp"|1|4|1|1|"'NULL'"|1|"(Eszopiclona)"||2
15952|0|"ESZOPICLONA �2 mg"||1|4|0|0|"'NULL'"|1|"(Eszopiclona)"|201|1
15953|15952||"30 comp"|1|4|1|1|"'NULL'"|1|"(Eszopiclona)"||1
15954|0|"ESZOPICLONA comp. 3 mg"||1|4|0|0|"'NULL'"|1|"(Eszopiclona)"|201|2
15955|15954||"30 comp"|1|4|1|1|"'NULL'"|1|"(Eszopiclona)"||2
15956|0|"ETACORTILEN �0,15% sol. oft�lmica unidosis"||1|4|0|0|"'NULL'"|1|"(Dexametasona)"|135|1
15957|15956||"20 unidosis"|1|4|142|1|"'NULL'"|1|"(Dexametasona)"||1
15958|0|"EUFINDOL �50 mg"||1|4|0|0|"'NULL'"|1|"(Tramadol)"|543|1
15959|15958||"10 comp"|1|4|1|1|"'NULL'"|1|"(Tramadol)"||1
15960|15958||"20 comp"|1|4|1|1|"'NULL'"|1|"(Tramadol)"||1
15961|15958||"30 comp"|1|4|1|1|"'NULL'"|1|"(Tramadol)"||1
15962|0|"EUFINDOL (LP) 100 mg"||1|4|0|0|"'NULL'"|1|"(Tramadol)"|543|1
15963|15962||"10 comp"|1|4|1|1|"'NULL'"|1|"(Tramadol)"||1
15964|15962||"20 comp"|1|4|1|1|"'NULL'"|1|"(Tramadol)"||1
15965|15962||"30 comp"|1|4|1|1|"'NULL'"|1|"(Tramadol)"||1
15966|0|"EUFINDOL (LP) 150 mg"||1|4|0|0|"'NULL'"|1|"(Tramadol)"|543|1
15967|15966||"10 comp"|1|4|1|1|"'NULL'"|1|"(Tramadol)"||1
15968|15966||"20 comp"|1|4|1|1|"'NULL'"|1|"(Tramadol)"||1
15969|15966||"30 comp"|1|4|1|1|"'NULL'"|1|"(Tramadol)"||1
15970|0|"EUFINDOL (LP) 200 mg"||1|4|0|0|"'NULL'"|1|"(Tramadol)"|543|1
15971|15970||"10 comp"|1|4|1|1|"'NULL'"|1|"(Tramadol)"||1
15972|15970||"20 comp"|1|4|1|1|"'NULL'"|1|"(Tramadol)"||1
15973|0|"EUFINDOL 100 mg/2 ml sol. �inyect."||1|4|0|0|"'NULL'"|1|"(Tramadol)"|543|2
15974|15973||"5 amp"|1|4|90|1|"'NULL'"|1|"(Tramadol)"||2
15975|15973||"10 amp"|1|4|90|1|"'NULL'"|1|"(Tramadol)"||2
15976|0|"EUFINDOL �100 mg/ml gotas orales"||1|4|0|0|"'NULL'"|1|"(Tramadol)"|543|1
15977|15976||"10 ml"|1|4|55|6|"'NULL'"|1|"(Tramadol)"||1
15978|15976||"20 ml"|1|4|55|6|"'NULL'"|1|"(Tramadol)"||1
15979|0|"FAVANEX �500 mg"||1|4|0|0|"'NULL'"|1|"(Cefuroxima)"|136|1
15980|15979||"10 comp"|1|4|1|1|"'NULL'"|1|"(Cefuroxima)"||1
15981|15979||"20 comp"|1|4|1|1|"'NULL'"|1|"(Cefuroxima)"||1
15982|0|"FAZOTEC �250 mg 5/ml susp.oral"||1|4|0|0|"'NULL'"|1|"(Cefadroxilo)"|130|2
15983|15982||"1 frasco"|1|4|35|6|"'NULL'"|1|"(Cefadroxilo)"||2
15984|0|"FIMITOL �200mcg"||1|4|0|0|"'NULL'"|1|"(Misoprostol)"|389|2
15985|15984||"20 comp"|1|4|1|1|"'NULL'"|1|"(Misoprostol)"||2
15986|0|"FIRESIN �125 mg �susp.oral"||1|4|0|0|"'NULL'"|1|"(Cefuroxima)"|136|1
15987|15986||"5 sachets"|1|4|75|1|"'NULL'"|1|"(Cefuroxima)"||1
15988|15986||"10 sachets"|1|4|75|1|"'NULL'"|1|"(Cefuroxima)"||1
15989|0|"FLORINEF 0,1 mg"||1|4|0|0|"'NULL'"|1|"(Fludrocortisona)"|0|5
15990|15989||"10 comp"|1|4|1|1|"'NULL'"|1|"(Fludrocortisona)"||5
15991|15989||"30 comp"|1|4|1|1|"'NULL'"|1|"(Fludrocortisona)"||5
15992|0|"FLURES-D sol. oft�lmica"||1|4|0|0|"'NULL'"|1|"(Dexametasona//Tobramicina)"|136|1
15993|15992||"5 ml"|1|4|142|6|"'NULL'"|1|"(Dexametasona//Tobramicina)"||1
15994|0|"FLUTICASONA FUROATO/UMECLIDINIO/VILANTEROL 92/55/22"||1|4|0|0|"'NULL'"|1|"(Fluticasona//Umeclidinio//Vilanterol)"|0|2
15995|15994||"30 dosis"|1|4|178|6|"'NULL'"|1|"(Fluticasona//Umeclidinio//Vilanterol)"||2
15996|0|"FLUTICASONA PROPIONATO / SALMETEROL 100/50"||1|4|0|0|"'NULL'"|1|"(Fluticasona//Sameterol)"|245|2
15997|15996||"30 c�ps"|1|4|178|6|"'NULL'"|1|"(Fluticasona//Sameterol)"||2
15998|15996||"120 c�ps"|1|4|178|6|"'NULL'"|1|"(Fluticasona//Sameterol)"||2
15999|0|"FLUTICASONA PROPIONATO / SALMETEROL 500/50"||1|4|0|0|"'NULL'"|1|"(Fluticasona//Sameterol)"|245|2
16000|15999||"30 c�ps"|1|4|178|1|"'NULL'"|1|"(Fluticasona//Sameterol)"||2
16001|15999||"120 c�ps"|1|4|178|1|"'NULL'"|1|"(Fluticasona//Sameterol)"||2
16002|0|"FLUTICASONA PROPIONATO/ SALMETEROL 250/50"||1|4|0|0|"'NULL'"|1|"(Fluticasona//Sameterol)"|245|2
16003|16002||"30 c�ps"|1|4|178|1|"'NULL'"|1|"(Fluticasona//Sameterol)"||2
16004|16002||"120 c�ps"|1|4|178|1|"'NULL'"|1|"(Fluticasona//Sameterol)"||2
16005|0|"FLUTICASONA PROPIONATO/SALMETEROL 125/25"||1|4|0|0|"'NULL'"|1|"(Fluticasona//Sameterol)"|245|2
16006|16005||"1 cont"|1|4|178|1|"'NULL'"|1|"(Fluticasona//Sameterol)"||2
16007|0|"FLUTICASONA PROPIONATO/SALMETEROL 250/25"||1|4|0|0|"'NULL'"|1|"(Fluticasona//Sameterol)"|245|2
16008|16007||"1 cont"|1|4|178|1|"'NULL'"|1|"(Fluticasona//Sameterol)"||2
16009|0|"FLUTICASONA PROPIONATO/SALMETEROL 50/25"||1|4|0|0|"'NULL'"|1|"(Fluticasona//Sameterol)"|245|2
16010|16009||"1 cont"|1|4|178|1|"'NULL'"|1|"(Fluticasona//Sameterol)"||2
16011|0|"FLUTICASYNT HFA 250/25 aerosol. para inhalaci�noral"||1|4|0|0|"'NULL'"|1|"(Fluticasona//Sameterol)"|245|2
16012|16011||"1 cont"|1|4|178|1|"'NULL'"|1|"(Fluticasona//Sameterol)"||2
16013|0|"FLUTICASYNT PED 125/25 aerosol. para inhalaci�noral"||1|4|0|0|"'NULL'"|1|"(Fluticasona//Sameterol)"|245|2
16014|16013||"1 cont"|1|4|178|1|"'NULL'"|1|"(Fluticasona//Sameterol)"||2
16015|0|"FLUTICASYNT HFA 50/25 inhalaci�n oral"||1|4|0|0|"'NULL'"|1|"(Fluticasona//Sameterol)"|245|2
16016|16015||"1 cont"|1|4|178|6|"'NULL'"|1|"(Fluticasona//Sameterol)"||2
16017|0|"FLUTICORT CFC 125 mcg/dosis �inhalaci�n"||1|4|0|0|"'NULL'"|1|"(Fluticasona)"|244|2
16018|16017||"60 dosis"|1|4|178|6|"'NULL'"|1|"(Fluticasona)"||2
16019|16017||"120 dosis"|1|4|178|6|"'NULL'"|1|"(Fluticasona)"||2
